# Regime-change trace: 50000 req, catalog=500, hot=50, epochs=10
1,4,144,1299009,54749
2,10,489,530573,279353
3,2,279,2719226,1282096
4,48,172,1498239,1298491
5,14,317,1105911,1735819
6,23,182,1249744,2157829
7,13,182,1249744,2314635
8,12,153,274634,2868125
9,13,53,326837,3216733
10,50,295,867580,3260600
11,4,145,547211,3283370
12,41,317,1105911,3377987
13,43,279,2719226,3443550
14,19,24,926639,3664108
15,30,349,295867,4393840
16,3,104,1891642,4494953
17,12,24,926639,4986693
18,45,31,5816804,5008056
19,10,468,4939272,5669212
20,13,317,1105911,5855354
21,17,267,1187412,6492788
22,13,317,1105911,6553670
23,23,31,5816804,6652399
24,27,350,3415050,7010466
25,42,145,547211,7089007
26,48,279,2719226,7172287
27,8,427,1994315,7394017
28,46,317,1105911,7398924
29,42,495,819135,7790464
30,19,490,1785862,7917541
31,24,144,1299009,8752378
32,33,81,1511123,8933638
33,32,266,2357509,9286144
34,22,78,1190370,9561637
35,44,279,2719226,9615692
36,4,144,1299009,10338179
37,33,31,5816804,10462767
38,16,182,1249744,11117097
39,27,489,530573,11690401
40,18,31,5816804,12453644
41,38,375,1633502,12546556
42,38,64,1676001,12726393
43,33,144,1299009,13110201
44,8,325,4499426,13468781
45,36,144,1299009,13548082
46,24,279,2719226,13747792
47,23,332,1746231,13764871
48,45,101,774841,14295859
49,17,332,1746231,14307879
50,44,24,926639,14475322
51,14,371,1058204,14634568
52,11,350,3415050,14881759
53,38,24,926639,15150101
54,13,489,530573,15170383
55,27,201,1373679,15608429
56,19,222,1273068,15818075
57,17,182,1249744,16002086
58,17,24,926639,16560914
59,48,462,538341,16795830
60,2,349,295867,16864468
61,38,24,926639,17315912
62,32,326,1881468,17378142
63,15,433,944182,17607798
64,29,144,1299009,18185145
65,9,118,1067068,18448929
66,7,144,1299009,18557616
67,2,61,272841,19326319
68,22,279,2719226,19687194
69,13,136,465319,19808765
70,23,56,628971,19826454
71,8,182,1249744,20151257
72,22,78,1190370,20163070
73,35,364,449600,20260915
74,15,279,2719226,20318174
75,24,101,774841,20645219
76,46,24,926639,20994547
77,42,84,772628,21533132
78,25,412,162113,21559549
79,17,279,2719226,21562635
80,8,31,5816804,21999490
81,5,186,3582417,22053903
82,2,370,2060484,22355500
83,28,270,1048646,22382748
84,22,24,926639,22473667
85,20,191,4163539,22875188
86,16,279,2719226,23213155
87,19,279,2719226,23272713
88,9,88,1059109,23554031
89,35,332,1746231,23878882
90,50,412,162113,24665230
91,48,279,2719226,25376158
92,44,190,3928176,25593688
93,38,276,1427765,26214131
94,24,326,1881468,26320470
95,2,31,5816804,26459349
96,6,144,1299009,26596158
97,42,24,926639,27038258
98,32,279,2719226,27171246
99,34,387,1490545,27304789
100,33,48,1253963,27430567
101,24,238,920627,27460643
102,3,279,2719226,27892972
103,2,279,2719226,28134928
104,11,279,2719226,28420747
105,10,279,2719226,28533533
106,17,427,1994315,28601771
107,41,445,797083,28625211
108,38,427,1994315,28646879
109,6,482,3300271,29064230
110,38,34,546847,29135775
111,11,64,1676001,29385809
112,21,463,293986,29735901
113,9,182,1249744,30138299
114,48,326,1881468,30171102
115,20,279,2719226,30221437
116,40,144,1299009,30308618
117,44,228,4706331,30462759
118,41,24,926639,30813040
119,47,31,5816804,31285919
120,18,144,1299009,31683754
121,28,279,2719226,32011355
122,49,145,547211,32434317
123,20,186,3582417,32870172
124,10,279,2719226,33358575
125,30,20,1007520,33555808
126,49,489,530573,33940196
127,1,191,4163539,34499551
128,12,279,2719226,34532025
129,25,412,162113,34841576
130,43,279,2719226,35845368
131,29,317,1105911,36276362
132,4,482,3300271,36552247
133,47,298,778723,36699421
134,6,51,1321448,37033945
135,13,283,2202039,37140110
136,46,31,5816804,37207377
137,22,70,899775,37285559
138,36,152,457906,37293792
139,48,440,1476604,37359996
140,27,144,1299009,37592120
141,7,317,1105911,37677653
142,3,279,2719226,37817095
143,10,49,1805005,37921924
144,12,405,1591006,37956145
145,30,326,1881468,38375765
146,18,279,2719226,39051270
147,22,240,686520,39079789
148,48,24,926639,39903584
149,20,23,2788394,40937609
150,46,70,899775,41014072
151,6,490,1785862,41543859
152,36,279,2719226,42169857
153,20,279,2719226,42246193
154,10,84,772628,42309261
155,49,64,1676001,42511504
156,49,314,1489778,43073275
157,7,317,1105911,43492625
158,11,182,1249744,43735350
159,49,144,1299009,44002808
160,6,101,774841,44511301
161,5,418,3033090,44518710
162,31,279,2719226,45353145
163,41,295,867580,45551015
164,11,279,2719226,45575677
165,47,145,547211,45802111
166,4,427,1994315,45942282
167,26,370,2060484,46063072
168,41,279,2719226,46134998
169,21,219,926657,46231910
170,17,279,2719226,46509050
171,39,489,530573,46717869
172,41,279,2719226,47572390
173,12,279,2719226,48150219
174,27,31,5816804,48813653
175,26,31,5816804,48841978
176,37,228,4706331,48854321
177,30,9,1034576,49937810
178,24,279,2719226,49971752
179,36,31,5816804,50192678
180,33,386,555505,50490003
181,32,489,530573,50819947
182,36,433,944182,50945457
183,19,31,5816804,50991428
184,30,279,2719226,51203196
185,38,199,1044288,51463892
186,29,56,628971,51521827
187,15,317,1105911,51622664
188,10,237,188172,51732412
189,38,279,2719226,51745397
190,18,279,2719226,52072289
191,42,182,1249744,52278940
192,36,433,944182,52859577
193,22,144,1299009,52902870
194,42,144,1299009,53057346
195,46,24,926639,53117962
196,38,24,926639,53197734
197,46,61,272841,53424978
198,12,84,772628,53982413
199,42,31,5816804,54021963
200,46,182,1249744,54359655
201,25,145,547211,55331064
202,21,24,926639,55728942
203,4,424,320781,56400729
204,6,144,1299009,56489049
205,45,295,867580,56566280
206,50,279,2719226,56611588
207,28,64,1676001,56690967
208,3,279,2719226,56777103
209,42,490,1785862,56941907
210,14,489,530573,57122237
211,22,17,1408370,57243881
212,12,31,5816804,57258670
213,39,144,1299009,57589419
214,39,279,2719226,57865760
215,19,279,2719226,58042532
216,50,384,385241,58255819
217,5,144,1299009,58347848
218,9,182,1249744,58666130
219,10,440,1476604,59076612
220,9,20,1007520,59267557
221,21,349,295867,59341482
222,21,279,2719226,59478998
223,24,81,1511123,59972382
224,27,24,926639,60060598
225,41,267,1187412,60115559
226,47,113,651885,60157026
227,13,228,4706331,60268837
228,2,490,1785862,60500497
229,13,279,2719226,61123168
230,43,427,1994315,61735715
231,31,295,867580,62199122
232,7,412,162113,62285335
233,50,373,2081040,62773363
234,32,24,926639,62929309
235,15,326,1881468,63321901
236,42,394,1514282,63340888
237,39,317,1105911,63385155
238,37,21,904424,63568141
239,41,459,1368738,63938085
240,18,428,4153905,64027800
241,32,412,162113,64152754
242,26,368,543151,64417102
243,40,153,274634,64552561
244,12,186,3582417,64561448
245,31,237,188172,64656782
246,31,144,1299009,64939379
247,25,144,1299009,65666759
248,44,24,926639,65832751
249,3,33,696030,65963962
250,28,24,926639,66054651
251,27,21,904424,66435019
252,6,317,1105911,66582673
253,32,228,4706331,66603608
254,1,445,797083,66834884
255,49,341,167696,67446736
256,29,414,1909764,67527973
257,17,279,2719226,67598269
258,20,36,2587289,67620225
259,2,67,793305,67814626
260,5,33,696030,68151708
261,39,237,188172,68574411
262,36,279,2719226,68892307
263,18,279,2719226,69080205
264,40,489,530573,69549182
265,43,153,274634,69850929
266,38,173,728655,70215186
267,11,24,926639,70367561
268,15,427,1994315,70461357
269,32,489,530573,71178638
270,31,31,5816804,71281287
271,4,31,5816804,71944111
272,39,119,3776720,72501376
273,2,182,1249744,72950012
274,39,465,428924,73179152
275,25,191,4163539,73185271
276,21,20,1007520,73394457
277,26,17,1408370,73690219
278,30,279,2719226,73690564
279,10,153,274634,73850986
280,36,279,2719226,74174228
281,2,427,1994315,74312513
282,20,349,295867,74404572
283,33,473,835221,74590186
284,26,180,1317971,74736034
285,50,24,926639,74811126
286,32,292,1184692,75243540
287,6,370,2060484,75510044
288,27,317,1105911,75990274
289,12,308,2966754,76640019
290,16,24,926639,77032880
291,5,228,4706331,77100792
292,29,144,1299009,77212509
293,27,468,4939272,77312517
294,7,349,295867,77538689
295,9,279,2719226,77703202
296,2,279,2719226,77727367
297,47,468,4939272,77771339
298,30,31,5816804,78048779
299,20,36,2587289,78315976
300,7,325,4499426,78841500
301,1,279,2719226,79696425
302,8,350,3415050,80003586
303,37,182,1249744,80105359
304,38,144,1299009,80215438
305,12,31,5816804,80401144
306,13,433,944182,80891312
307,31,182,1249744,81535030
308,35,24,926639,81719348
309,13,279,2719226,82033511
310,29,61,272841,82036430
311,47,260,349069,82041462
312,48,42,1619239,82764768
313,12,279,2719226,82964302
314,49,427,1994315,83124545
315,32,191,4163539,83153354
316,29,468,4939272,83283237
317,37,42,1619239,83411416
318,26,279,2719226,83460032
319,37,232,653683,83528250
320,5,108,799480,83919907
321,10,427,1994315,84303979
322,43,440,1476604,84527875
323,28,489,530573,84722325
324,8,182,1249744,85089676
325,8,491,2498430,85229857
326,15,18,486911,85598682
327,23,279,2719226,86039546
328,35,279,2719226,86169341
329,25,24,926639,86299850
330,11,317,1105911,86350310
331,23,427,1994315,86484001
332,17,279,2719226,86676825
333,33,144,1299009,86959746
334,1,326,1881468,86985094
335,19,144,1299009,87253120
336,37,267,1187412,87259062
337,6,349,295867,87283320
338,39,61,272841,87420439
339,40,145,547211,87531372
340,40,169,925077,87540066
341,4,227,7857058,87623040
342,1,240,686520,87827348
343,1,64,1676001,87846654
344,7,279,2719226,88169784
345,1,42,1619239,88378410
346,47,370,2060484,88670341
347,7,140,10788956,88782769
348,17,266,2357509,88963350
349,36,144,1299009,89109509
350,16,279,2719226,90146046
351,19,144,1299009,90246229
352,14,144,1299009,90730636
353,3,375,1633502,90856184
354,29,182,1249744,90864627
355,48,279,2719226,91079971
356,12,114,329752,91194028
357,31,78,1190370,91299942
358,27,317,1105911,91460437
359,9,279,2719226,91527815
360,31,279,2719226,91622964
361,14,279,2719226,91804898
362,14,144,1299009,92030979
363,10,279,2719226,92033942
364,12,428,4153905,92304201
365,11,317,1105911,92414935
366,2,491,2498430,93031689
367,39,153,274634,93419010
368,39,155,1004416,93480451
369,47,279,2719226,93632781
370,50,153,274634,93916397
371,41,302,307384,94011182
372,38,279,2719226,94054503
373,14,144,1299009,94194551
374,3,199,1044288,94320843
375,44,182,1249744,94414455
376,24,279,2719226,94725060
377,13,31,5816804,94816375
378,49,129,628532,95097097
379,25,484,1668716,95190375
380,47,433,944182,95361983
381,27,61,272841,95463643
382,18,279,2719226,95800808
383,29,7,1161491,95840229
384,4,332,1746231,95952357
385,20,469,2540161,95965864
386,14,237,188172,96438092
387,17,279,2719226,96673275
388,13,242,972410,96743345
389,45,58,3467334,96914322
390,18,31,5816804,97312330
391,16,375,1633502,97342942
392,24,279,2719226,97471747
393,36,332,1746231,97493068
394,40,412,162113,97518074
395,48,144,1299009,97579430
396,24,144,1299009,97690581
397,15,279,2719226,97791941
398,16,144,1299009,98483545
399,32,144,1299009,98507798
400,14,173,728655,98864734
401,49,31,5816804,99052960
402,27,279,2719226,99265465
403,50,349,295867,99844181
404,5,362,1424966,100171433
405,47,491,2498430,101046612
406,31,145,547211,101099704
407,8,31,5816804,101357541
408,44,440,1476604,101396120
409,35,47,2105548,101808524
410,5,341,167696,102210870
411,10,24,926639,102289895
412,35,279,2719226,102295076
413,2,64,1676001,102444130
414,11,31,5816804,102513385
415,24,31,5816804,102961618
416,32,450,1424947,103006355
417,20,144,1299009,103257378
418,20,349,295867,103565922
419,31,279,2719226,103921841
420,46,24,926639,103985460
421,7,326,1881468,104079956
422,29,154,710622,104384902
423,7,84,772628,104573044
424,28,279,2719226,104581623
425,29,24,926639,105128754
426,1,34,546847,105272477
427,4,279,2719226,105746846
428,5,145,547211,105767088
429,15,182,1249744,106036340
430,40,70,899775,106037696
431,15,239,448207,106350294
432,46,31,5816804,106400407
433,35,31,5816804,106499103
434,35,144,1299009,106630032
435,16,106,889659,106648321
436,31,491,2498430,106929517
437,22,279,2719226,107458804
438,8,135,323287,107502526
439,3,326,1881468,107747409
440,43,326,1881468,107915103
441,18,279,2719226,108179862
442,31,349,295867,108590191
443,30,102,2964818,109798819
444,13,24,926639,110287270
445,27,341,167696,110518951
446,10,279,2719226,110581485
447,27,279,2719226,110850081
448,39,153,274634,110898364
449,7,465,428924,110915576
450,37,228,4706331,111190875
451,3,326,1881468,111366169
452,42,21,904424,111602428
453,10,349,295867,111930241
454,34,182,1249744,112053714
455,3,326,1881468,112305483
456,3,237,188172,112387153
457,15,317,1105911,112974164
458,40,24,926639,113078078
459,49,279,2719226,113375242
460,44,190,3928176,113775573
461,19,144,1299009,114093230
462,30,18,486911,114199887
463,37,279,2719226,114260504
464,19,267,1187412,114424117
465,10,279,2719226,114580788
466,2,153,274634,114758512
467,41,427,1994315,114939574
468,10,20,1007520,115563379
469,21,145,547211,115617620
470,38,279,2719226,116279018
471,41,249,10713308,116391335
472,42,267,1187412,116578525
473,3,31,5816804,116736009
474,27,279,2719226,116779945
475,16,24,926639,116892524
476,42,279,2719226,117070307
477,41,173,728655,117102925
478,19,25,744360,118001330
479,46,427,1994315,118312851
480,26,21,904424,118520661
481,35,144,1299009,118522722
482,41,31,5816804,118799169
483,26,317,1105911,118861585
484,3,24,926639,119048608
485,49,182,1249744,119262483
486,38,440,1476604,119266059
487,48,182,1249744,119275332
488,41,191,4163539,119731248
